005.zip	005
josvolly.zip	Joshi Volleyball
journey.zip	Journey
joust.zip	Joust (White/Green label)
joust2.zip	Joust 2 - Survival of the Fittest (set 1)
joustr.zip	Joust (Solid Red label)
joustwr.zip	Joust (White/Red label)
joyfulr.zip	Joyful Road (Japan)
joyjoy.zip	Puzzled / Joy Joy Kid
joyman.zip	Joyman
jpark.zip	Jurassic Park
jpark3.zip	Jurassic Park 3 (ver EBC)
jpopnics.zip	Jumping Pop (Nics, Korean bootleg of Plump Pop)
jrking.zip	Junior King (bootleg of Donkey Kong Jr.)
jrpacman.zip	Jr. Pac-Man
jrpacmbl.zip	Jr. Pac-Man (Pengo hardware)
jsk.zip	Joryuu Syougi Kyoushitsu (Japan)
jspecter.zip	Jatre Specter (set 1)
jspecter2.zip	Jatre Specter (set 2)
juju.zip	JuJu Densetsu (Japan)
jujub.zip	JuJu Densetsu (Japan, bootleg)
jumpbug.zip	Jump Bug
jumpbugb.zip	Jump Bug (bootleg)
jumpcoas.zip	Jump Coaster
jumpcoast.zip	Jump Coaster (Taito)
jumping.zip	Jumping
jumpkids.zip	Jump Kids
jumppop.zip	Jumping Pop
jumpshot.zip	Jump Shot
jumpshotp.zip	Jump Shot Engineering Sample
jungleh.zip	Jungle Hunt (US)
junglehbr.zip	Jungle Hunt (Brazil)
junglek.zip	Jungle King (Japan)
junglekj2.zip	Jungle King (Japan, earlier)
jungler.zip	Jungler
junglers.zip	Jungler (Stern Electronics)
junofrst.zip	Juno First
junofrstg.zip	Juno First (Gottlieb)
jwildb52.zip	Joker's Wild (B52 system, set 1)
jwildb52a.zip	Joker's Wild (B52 system, set 2)
jwildb52h.zip	Joker's Wild (B52 system, Harrah's GFX)
jyangoku.zip	Jyangokushi: Haoh no Saihai (Japan 990527)
kabukikl.zip	Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den
kabukiz.zip	Kabuki-Z (World)
kabukizj.zip	Kabuki-Z (Japan)
kageki.zip	Kageki (US)
kagekih.zip	Kageki (hack)
kagekij.zip	Kageki (Japan)
kaguya.zip	Mahjong Kaguyahime [BET] (Japan 880521)
kaguya2.zip	Mahjong Kaguyahime Sono2 [BET] (Japan 890829)
kaguya2f.zip	Mahjong Kaguyahime Sono2 Fukkokuban [BET] (Japan 010808)
kaiserkn.zip	Kaiser Knuckle (Ver 2.1O 1994/07/29)
kaiserknj.zip	Kaiser Knuckle (Ver 2.1J 1994/07/29)
kaitei.zip	Kaitei Takara Sagashi
kaiteids.zip	Kaitei Daisensou (Japan)
kaitein.zip	Kaitei Takara Sagashi (Namco license)
kaiunqz.zip	Kaiun Quiz (Japan, KW1/VER.A)
kakumei.zip	Mahjong Kakumei (Japan)
kakumei2.zip	Mahjong Kakumei 2 - Princess League (Japan)
kamakazi3.zip	Kamakazi III (superg hack)
kamenrid.zip	Masked Riders Club Battle Race
kamikaze.zip	Kamikaze
kamikcab.zip	Kamikaze Cabbie
kanatuen.zip	Kanatsuen no Onna [BET] (Japan 880905)
kangaroo.zip	Kangaroo
kangarooa.zip	Kangaroo (Atari)
kangaroob.zip	Kangaroo (bootleg)
kaos.zip	Kaos
karatblz.zip	Karate Blazers (World)
karatblzj.zip	Karate Blazers (Japan)
karatblzu.zip	Karate Blazers (US)
karatedo.zip	Karate Dou (Japan)
karatevs.zip	Taisen Karate Dou (Japan VS version)
karatour.zip	The Karate Tournament
karianx.zip	Karian Cross (Rev. 1.0)
karnov.zip	Karnov (US)
karnovj.zip	Karnov (Japan)
karnovr.zip	Karnov's Revenge / Fighter's History Dynamite
karous.zip	Karous (GDL-0040)
kazan.zip	Ninja Kazan (World)
kbash.zip	Knuckle Bash
kbash2.zip	Knuckle Bash 2 (bootleg)
kbm.zip	Keyboardmania
kbm2nd.zip	Keyboardmania 2nd Mix
kbm3rd.zip	Keyboardmania 3rd Mix
kchamp.zip	Karate Champ (US)
kchampvs.zip	Karate Champ (US, VS version set 1)
kchampvs2.zip	Karate Champ (US, VS version set 2)
kdeadeye.zip	Dead Eye (GV054 UA01)
kdynastg.zip	King of Dynast Gear (version 1.8)
keithlcy.zip	Dramatic Adventure Quiz Keith _ Lucy (Japan)
keks.zip	Keks (060328)
keks_2.zip	Keks (060403)
keks_2a.zip	Keks (060403, banking address hack)
keks_2b.zip	Keks (060403, banking address hack, changed version text)
keksa.zip	Keks (060328, banking address hack)
keksb.zip	Keks (060328, backdoor)
keksc.zip	Keks (060328, banking address hack, changed version text)
kengo.zip	Ken-Go
keroppi.zip	Kero Kero Keroppi no Issyoni Asobou (Japan)
keyboard.zip	La Keyboardxyu (GDS-0017)
kf10thep.zip	The King of Fighters 10th Anniversary Extra Plus (The King of Fighters 2002 bootleg)
kf2k2mp.zip	The King of Fighters 2002 Magic Plus (bootleg)
kf2k2mp2.zip	The King of Fighters 2002 Magic Plus II (bootleg)
kf2k2pla.zip	The King of Fighters 2002 Plus (bootleg set 2)
kf2k2pls.zip	The King of Fighters 2002 Plus (bootleg set 1)
kf2k3bl.zip	The King of Fighters 2003 (bootleg set 1)
kf2k3bla.zip	The King of Fighters 2003 (bootleg set 2)
kf2k3pcb.zip	The King of Fighters 2003 (Japan, JAMMA PCB)
kf2k3pl.zip	The King of Fighters 2004 Plus / Hero (The King of Fighters 2003 bootleg)
kf2k3upl.zip	The King of Fighters 2004 Ultra Plus (The King of Fighters 2003 bootleg)
kf2k5uni.zip	The King of Fighters 10th Anniversary 2005 Unique (The King of Fighters 2002 bootleg)
kftgoal.zip	Kick for the Goal
kgbird.zip	K.G Bird - 4VXFC5341 (New Zealand, 87.98%)
kgbirda.zip	K.G Bird - 4VXFC5341 (New Zealand, 91.97%)
kick.zip	Kick (upright)
kick4csh.zip	Kick '4' Cash
kickboy.zip	Kick Boy
kickc.zip	Kick (cocktail)
kicker.zip	Kicker
kickgoal.zip	Kick Goal
kickman.zip	Kickman (upright)
kicknrun.zip	Kick and Run (World)
kicknrunu.zip	Kick and Run (US)
kickoff.zip	Kick Off (Japan)
kickridr.zip	Kick Rider
kidniki.zip	Kid Niki - Radical Ninja (World)
kidnikiu.zip	Kid Niki - Radical Ninja (US)
kikaioh.zip	Kikaioh (Japan 980914)
kikcubic.zip	Meikyu Jima (Japan)
kikcubicb.zip	Kickle Cubele
kikikai.zip	KiKi KaiKai
kikstart.zip	Kick Start Wheelie King
killbld.zip	The Killing Blade (ver. 109, Chinese Board)
killbld104.zip	The Killing Blade (ver. 104)
killbldp.zip	The Killing Blade Plus (ver. 300)
killcom.zip	Killer Comet
kimbldhl.zip	Kimble Double HI-LO
kimblz80.zip	Kimble Double HI-LO (z80 version)
kingball.zip	King _ Balloon (US)
kingballj.zip	King _ Balloon (Japan)
kingdmgp.zip	Kingdom Grandprix (World)
kingdrbb.zip	King Derby (Taiwan bootleg)
kingdrby.zip	King Derby (1981)
kingofb.zip	King of Boxer (English)
kingpin.zip	King Pin
kingpinm.zip	King Pin Multi-Game
kingtut.zip	King Tut (NSW)
kinniku.zip	Kinnikuman Muscle Grand Prix (KN1 Ver. A)
kinst.zip	Killer Instinct (v1.5d)
kinst13.zip	Killer Instinct (v1.3)
kinst14.zip	Killer Instinct (v1.4)
kinst2.zip	Killer Instinct 2 (v1.4)
kinst210.zip	Killer Instinct 2 (v1.0)
kinst211.zip	Killer Instinct 2 (v1.1)
kinst213.zip	Killer Instinct 2 (v1.3)
kinst2k3.zip	Killer Instinct 2 (v1.3k, upgrade kit)
kinst2k4.zip	Killer Instinct 2 (v1.4k, upgrade kit)
kinstb.zip	Killer Instinct (SNES bootleg)
kinstp.zip	Killer Instinct (proto v4.7)
kirameki.zip	Kirameki Star Road (Ver 2.10J 1997/08/29)
kirarast.zip	Ryuusei Janshi Kirara Star
kisekaeh.zip	Kisekae Hanafuda
kisekaem.zip	Kisekae Mahjong
kittenk.zip	Kitten Kaboodle
kiwame.zip	Pro Mahjong Kiwame
kiwames.zip	Pro Mahjong Kiwame S (J 951020 V1.208)
kizuna.zip	Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle
kkojnoli.zip	Kkoj Noli (Kill the Bees)
klax.zip	Klax (set 1)
klax2.zip	Klax (set 2)
klax3.zip	Klax (set 3)
klaxd.zip	Klax (Germany)
klaxj.zip	Klax (Japan)
klaxp1.zip	Klax (prototype set 1)
klaxp2.zip	Klax (prototype set 2)
klondkp.zip	KlonDike+
klxyj.zip	Kuai Le Xi You Ji
knckhead.zip	Knuckle Heads (World)
knckheadj.zip	Knuckle Heads (Japan)
kncljoe.zip	Knuckle Joe (set 1)
kncljoea.zip	Knuckle Joe (set 2)
kngtmare.zip	Knightmare (prototype)
knightb.zip	Knight Boy
knights.zip	Knights of the Round (World 911127)
knightsb.zip	Knights of the Round (bootleg)
knightsj.zip	Knights of the Round (Japan 911127)
knightsu.zip	Knights of the Round (USA 911127)
knockout.zip	Knock Out!!
knpuzzle.zip	Kotoba no Puzzle Mojipittan (Japan, KPM1 Ver.A)
kod.zip	The King of Dragons (World 910711)
kodb.zip	The King of Dragons (bootleg)
kodj.zip	The King of Dragons (Japan 910805)
kodu.zip	The King of Dragons (USA 910910)
kodure.zip	Kodure Ookami (Japan)
kof10th.zip	The King of Fighters 10th Anniversary (The King of Fighters 2002 bootleg)
kof2000.zip	The King of Fighters 2000
kof2000n.zip	The King of Fighters 2000 (not encrypted)
kof2001.zip	The King of Fighters 2001 (set 1)
kof2001h.zip	The King of Fighters 2001 (set 2)
kof2002.zip	The King of Fighters 2002
kof2002b.zip	The King of Fighters 2002 (bootleg)
kof2003.zip	The King of Fighters 2003
kof2003h.zip	The King of Fighters 2003 (AES cart)
kof2k4se.zip	The King of Fighters Special Edition 2004 (The King of Fighters 2002 bootleg)
kof94.zip	The King of Fighters '94
kof95.zip	The King of Fighters '95 (set 1)
kof95h.zip	The King of Fighters '95 (set 2)
kof96.zip	The King of Fighters '96 (set 1)
kof96h.zip	The King of Fighters '96 (set 2)
kof97.zip	The King of Fighters '97 (set 1)
kof97h.zip	The King of Fighters '97 (set 2)
kof97pls.zip	The King of Fighters '97 Plus (bootleg)
kof98.zip	The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends
kof98h.zip	The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (AES cart)
kof98k.zip	The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (Korean board)
kof98ka.zip	The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (Korean board 2)
kof99.zip	The King of Fighters '99 - Millennium Battle (set 1)
kof99a.zip	The King of Fighters '99 - Millennium Battle (set 2)
kof99e.zip	The King of Fighters '99 - Millennium Battle (earlier)
kof99k.zip	The King of Fighters '99 - Millennium Battle (Korean release)
kof99p.zip	The King of Fighters '99 - Millennium Battle (prototype)
kofnw.zip	The King of Fighters Neowave
kofnwj.zip	The King of Fighters Neowave (Japan)
koftball.zip	King of Football
kog.zip	King of Gladiator (The King of Fighters '97 bootleg)
koikoi.zip	Koi Koi Part 2
koikois.zip	Koi Koi Shimasho
koikois2.zip	Koi Koi Shimasho 2 - Super Real Hanafuda (Japan)
koinomp.zip	Mahjong Koi no Magic Potion (Japan)
kok.zip	Povar / Sobrat' Buran / Agroprom (Arcade multi-game bootleg of ZX Spectrum 'Cookie', 'Jetpac' _ 'Pssst')
kokoroj2.zip	Kokoroji 2
konam80a.zip	Konami 80's AC Special (GC826 VER. AAA)
konam80j.zip	Konami 80's Gallery (GC826 VER. JAA)
konam80k.zip	Konami 80's AC Special (GC826 VER. KAA)
konam80s.zip	Konami 80's AC Special (GC826 VER. EAA)
konam80u.zip	Konami 80's AC Special (GC826 VER. UAA)
konami88.zip	Konami '88
konamigt.zip	Konami GT
konek.zip	Konek-Gorbunok
kopunch.zip	KO Punch
korinai.zip	Mahjong-zukino Korinai Menmen (Japan 880425)
korinaim.zip	Mahjong-zukino Korinai Menmen [BET] (Japan 880920)
korokoro.zip	Koro Koro Quest (Japan)
koroleva.zip	Snezhnaja Koroleva
korosuke.zip	Korosuke Roller
koshien.zip	Ah Eikou no Koshien (Japan)
kosmokil.zip	Kosmo Killer
kothello.zip	Kyuukyoku no Othello
kotm.zip	King of the Monsters (set 1)
kotm2.zip	King of the Monsters 2 - The Next Thing
kotmh.zip	King of the Monsters (set 2)
kouyakyu.zip	The Koukouyakyuh
kov.zip	Knights of Valour / Sangoku Senki (ver. 117)
kov100.zip	Knights of Valour / Sangoku Senki (ver. 100, Japanese Board)
kov115.zip	Knights of Valour / Sangoku Senki (ver. 115)
kov2.zip	Knights of Valour 2 / Sangoku Senki 2 (ver. 107, 102, 100HK)
kov2100.zip	Knights of Valour 2 / Sangoku Senki 2 (ver. 100, 100, 100HK)
kov2102.zip	Knights of Valour 2 / Sangoku Senki 2 (ver. 102, 101, 100HK)
kov2103.zip	Knights of Valour 2 / Sangoku Senki 2 (ver. 103, 101, 100HK)
kov2106.zip	Knights of Valour 2 / Sangoku Senki 2 (ver. 106, 102, 100KH)
kov2p.zip	Knights of Valour 2 Plus - Nine Dragons / Sangoku Senki 2 Plus - Nine Dragons (ver. M204XX)
kov2p205.zip	Knights of Valour 2 Plus - Nine Dragons / Sangoku Senki 2 Plus - Nine Dragons (ver. M205XX)
kov7sprt.zip	Knights of Valour - The Seven Spirits
kovplus.zip	Knights of Valour Plus / Sangoku Senki Plus (ver. 119)
kovplusa.zip	Knights of Valour Plus / Sangoku Senki Plus (alt ver. 119)
kovsh.zip	Knights of Valour Super Heroes / Sangoku Senki Super Heroes (ver. 104, CN)
kovsh103.zip	Knights of Valour Super Heroes / Sangoku Senki Super Heroes (ver. 103, CN)
kovshp.zip	Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus (ver. 100)
kram.zip	Kram (set 1)
kram2.zip	Kram (set 2)
kram3.zip	Kram (encrypted)
kroozr.zip	Kozmik Kroozr
krull.zip	Krull
krzybowl.zip	Krazy Bowl
ksayakyu.zip	Kusayakyuu
ktiger.zip	Kyukyoku Tiger (Japan)
ktiger2.zip	Kyukyoku Tiger II (Ver 2.1J 1995/11/30)
kuhga.zip	Kuhga - Operation Code 'Vapor Trail' (Japan revision 3)
kungfub.zip	Kung-Fu Master (bootleg set 1)
kungfub2.zip	Kung-Fu Master (bootleg set 2)
kungfum.zip	Kung-Fu Master
kungfumd.zip	Kung-Fu Master (Data East)
kungfur.zip	Kung Fu Roushi
kungfut.zip	Kung-Fu Taikun
kungfuta.zip	Kung-Fu Taikun (alt)
kuniokun.zip	Nekketsu Kouha Kunio-kun (Japan)
kuniokunb.zip	Nekketsu Kouha Kunio-kun (Japan bootleg)
kurikint.zip	Kuri Kinton (World)
kurikinta.zip	Kuri Kinton (World, prototype?)
kurikintj.zip	Kuri Kinton (Japan)
kurikintu.zip	Kuri Kinton (US)
kurucham.zip	Kurukuru Chameleon (GDL-0034)
kurufev.zip	Kurukuru Fever
kyros.zip	Kyros
kyrosj.zip	Kyros No Yakata (Japan)
kyuhito.zip	Kyukyoku no Hito [BET] (Japan 880824)
kyukaidk.zip	Kyuukai Douchuuki (Japan new version)
kyukaidko.zip	Kyuukai Douchuuki (Japan old version)
kyustrkr.zip	Last Striker / Kyuukyoku no Striker
labyrunr.zip	Labyrinth Runner (Japan)
labyrunrk.zip	Labyrinth Runner (World Ver. K)
ladybgb2.zip	Lady Bug (bootleg set 2)
ladybug.zip	Lady Bug
ladybugb.zip	Lady Bug (bootleg set 1)
ladybugg.zip	Lady Bug (bootleg on Galaxian hardware)
ladyfrog.zip	Lady Frog
ladygolf.zip	Vs. Stroke _ Match Golf (Ladies Version)
ladykill.zip	Lady Killer
ladylinr.zip	Lady Liner
ladymstr.zip	Lady Master of Kung Fu
lagirl.zip	LA Girl
lagunar.zip	Laguna Racer
lamachin.zip	L.A. Machineguns
landbrk.zip	Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.02)
landbrka.zip	Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.03)
landgear.zip	Landing Gear
landhigh.zip	Landing High Japan
landmakr.zip	Land Maker (Ver 2.01J 1998/06/01)
landmakrp.zip	Land Maker (Ver 2.02O 1998/06/02) (Prototype)
lans2004.zip	Lansquenet 2004 (Shock Troopers - 2nd Squad bootleg)
laperla.zip	La Perla Nera (Ver 2.0)
laperlag.zip	La Perla Nera Gold (Ver 2.0)
laser.zip	Astro Laser
laser2k1.zip	Laser 2001 (Ver 1.2)
laserbas.zip	Laser Base (set 1)
laserbasa.zip	Laser Base (set 2)
laserbat.zip	Laser Battle
lasso.zip	Lasso
lastbh.zip	The Last Bounty Hunter v0.06
lastblad.zip	The Last Blade / Bakumatsu Roman - Gekka no Kenshi (set 1)
lastbladh.zip	The Last Blade / Bakumatsu Roman - Gekka no Kenshi (set 2)
lastbld2.zip	The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi
lastbrnx.zip	Last Bronx (Export, Revision A)
lastbrnxj.zip	Last Bronx (Japan, Revision A)
lastday.zip	The Last Day (set 1)
lastdaya.zip	The Last Day (set 2)
lastduel.zip	Last Duel (US New Ver.)
lastduelb.zip	Last Duel (bootleg)
lastduelj.zip	Last Duel (Japan)
lastduelo.zip	Last Duel (US Old Ver.)
lastfght.zip	Last Fighting
lastfort.zip	Last Fortress - Toride
lastforte.zip	Last Fortress - Toride (Erotic)
lastfortg.zip	Last Fortress - Toride (German)
lastfortk.zip	Last Fortress - Toride (Korea)
lastmisn.zip	Last Mission (US revision 6)
lastmisnj.zip	Last Mission (Japan)
lastmisno.zip	Last Mission (US revision 5)
lastsold.zip	The Last Soldier (Korean release of The Last Blade)
lasvegas.zip	Las Vegas, Nevada
lazarian.zip	Lazarian
lazercmd.zip	Lazer Command
lbgrande.zip	Libero Grande (LG2/VER.A)
lbowling.zip	League Bowling
ldrun.zip	Lode Runner (set 1)
ldrun2.zip	Lode Runner II - The Bungeling Strikes Back
ldrun3.zip	Lode Runner III - The Golden Labyrinth
ldrun3j.zip	Lode Runner III - Majin No Fukkatsu
ldrun4.zip	Lode Runner IV - Teikoku Karano Dasshutsu
ldruna.zip	Lode Runner (set 2)
le2.zip	Lethal Enforcers II: Gun Fighters (ver EAA)
le2j.zip	Lethal Enforcers II: The Western (ver JAA)
le2u.zip	Lethal Enforcers II: Gun Fighters (ver UAA)
leadang.zip	Lead Angle (Japan)
leader.zip	Leader
leaguemn.zip	Yakyuu Kakutou League-Man (Japan)
ledstorm.zip	Led Storm (US)
ledstorm2.zip	Led Storm Rally 2011 (US)
legend.zip	Legend
legendoh.zip	Legend of Heroes
legendos.zip	Legend of Success Joe / Ashitano Joe Densetsu
legion.zip	Chouji Meikyuu Legion (ver 2.03)
legionna.zip	Legionnaire (World)
legionnau.zip	Legionnaire (US)
legiono.zip	Chouji Meikyuu Legion (ver 1.05)
legofair.zip	Koukuu Kihei Monogatari - The Legend of Air Cavalry (Japan)
lemans24.zip	LeMans 24
lemmings.zip	Lemmings (US prototype)
lemnangl.zip	Mahjong Lemon Angel (Japan)
leprechn.zip	Leprechaun
leprechp.zip	Leprechaun (Pacific Polytechnical license)
lethalen.zip	Lethal Enforcers (ver UAE, 11/19/92 15:04)
lethaleneab.zip	Lethal Enforcers (ver EAB, 10/14/92 19:53)
lethaleneae.zip	Lethal Enforcers (ver EAE, 11/19/92 16:24)
lethalenj.zip	Lethal Enforcers (ver JAD, 12/04/92 17:16)
lethalenua.zip	Lethal Enforcers (ver unknown, US, 08/17/92 21:38)
lethalenux.zip	Lethal Enforcers (ver unknown, US, 08/06/92 15:11, hacked/proto?)
lethalj.zip	Lethal Justice
lethalth.zip	Lethal Thunder (World)
levers.zip	Levers
lghost.zip	Laser Ghost (World, 317-0166)
lghostu.zip	Laser Ghost (US, 317-0165)
lgp.zip	Laser Grand Prix
lgtnfght.zip	Lightning Fighters (World)
lgtnfghta.zip	Lightning Fighters (Asia)
lgtnfghtu.zip	Lightning Fighters (US)
lhaunt_4.zip	Lucky Haunter (031111)
lhaunt_4a.zip	Lucky Haunter (031111, backdoor)
lhaunt_5.zip	Lucky Haunter (040216)
lhaunt_5a.zip	Lucky Haunter (040216, backdoor)
lhaunt_6.zip	Lucky Haunter (040825)
lhaunt_6a.zip	Lucky Haunter (040825, backdoor)
lhb.zip	Long Hu Bang (China, V035C)
lhb2.zip	Long Hu Bang II (Hong Kong, V185H)
lhbv33c.zip	Long Hu Bang (China, V033C)
lhzb2.zip	Mahjong Long Hu Zheng Ba 2 (set 1)
lhzb2a.zip	Mahjong Long Hu Zheng Ba 2 (set 2)
lhzb3.zip	Long Hu Zheng Ba 3
lhzb4.zip	Long Hu Zheng Ba 4
liberate.zip	Liberation
liberateb.zip	Liberation (bootleg)
liberatr.zip	Liberator (set 1)
liberatr2.zip	Liberator (set 2)
liblrabl.zip	Libble Rabble
lifefrce.zip	Lifeforce (US)
lifefrcej.zip	Lifeforce (Japan)
lightbr.zip	Light Bringer (Ver 2.2O 1994/04/08)
lightbrj.zip	Light Bringer (Ver 2.1J 1994/02/18)
liquidk.zip	Liquid Kids (World)
liquidku.zip	Liquid Kids (US)
lithero.zip	Little Hero
littlerb.zip	Little Robin
livegal.zip	Live Gal (Japan 870530)
livequiz.zip	Live Quiz Show
lizwiz.zip	Lizard Wizard
lkage.zip	The Legend of Kage
lkageb.zip	The Legend of Kage (bootleg set 1)
lkageb2.zip	The Legend of Kage (bootleg set 2)
lkageb3.zip	The Legend of Kage (bootleg set 3)
lkageo.zip	The Legend of Kage (older)
lkageoo.zip	The Legend of Kage (oldest)
llander.zip	Lunar Lander (rev 2)
llander1.zip	Lunar Lander (rev 1)
lluck3x3.zip	Lucky Lady (3x3 deal)
lluck4x1.zip	Lucky Lady (4x1 aces)
lnc.zip	Lock'n'Chase
lockload.zip	Locked 'n Loaded (World)
lockloadu.zip	Locked 'n Loaded (US)
lockon.zip	Lock-On (rev. E)
lockonc.zip	Lock-On (rev. C)
locoboot.zip	Loco-Motion (bootleg)
locomotn.zip	Loco-Motion
loderndf.zip	Lode Runner - The Dig Fight (ver. B)
loderndfa.zip	Lode Runner - The Dig Fight (ver. A)
loffire.zip	Line of Fire / Bakudan Yarou (World, FD1094 317-0136)
loffirej.zip	Line of Fire / Bakudan Yarou (Japan, FD1094 317-0134)
loffireu.zip	Line of Fire / Bakudan Yarou (US, FD1094 317-0135)
logger.zip	Logger
logicpr2.zip	Logic Pro 2 (Japan)
logicpro.zip	Logic Pro (Japan)
loht.zip	Legend of Hero Tonma
lohtb.zip	Legend of Hero Tonma (bootleg, set 1)
lohtb2.zip	Legend of Hero Tonma (bootleg, set 2)
lohtj.zip	Legend of Hero Tonma (Japan)
lomakai.zip	Legend of Makai (World)
looper.zip	Looper
looping.zip	Looping
loopingv.zip	Looping (Venture Line license, set 1)
loopingva.zip	Looping (Venture Line license, set 2)
lordgun.zip	Lord of Gun (USA)
lordofk.zip	The Lord of King (Japan)
losttomb.zip	Lost Tomb (easy)
losttombh.zip	Lost Tomb (hard)
lostwrld.zip	Lost Worlds (Japan)
lostwrldo.zip	Lost Worlds (Japan Old Ver.)
lostwsga.zip	The Lost World
lotlot.zip	Lot Lot
lottof2.zip	Lotto Fun 2
lottofun.zip	Lotto Fun
lovehous.zip	Mahjong Love House [BET] (Japan 901024)
loverboy.zip	Lover Boy
lpadv.zip	Logic Pro Adventure (Japan)
lrescue.zip	Lunar Rescue
lrescuem.zip	Lunar Rescue (Model Racing bootleg)
lresort.zip	Last Resort
lsasquad.zip	Land Sea Air Squad / Riku Kai Kuu Saizensen
ltcasinn.zip	Little Casino (newer)
ltcasino.zip	Little Casino (older)
luckgrln.zip	Lucky Girl (newer Z180 based hardware)
lucky74.zip	Lucky 74 (bootleg, set 1)
lucky74a.zip	Lucky 74 (bootleg, set 2)
lucky8.zip	New Lucky 8 Lines (set 1, W-4)
lucky8a.zip	New Lucky 8 Lines (set 2, W-4)
lucky8b.zip	New Lucky 8 Lines (set 3, W-4, extended gfx)
luckygrl.zip	Lucky Girl? (Wing)
luckywld.zip	Lucky _ Wild
luckywldj.zip	Lucky _ Wild (Japan)
luctoday.zip	Lucky Today
lunarba1.zip	Lunar Battle (prototype, earlier)
lunarbat.zip	Lunar Battle (prototype, later)
lupin3.zip	Lupin III (set 1)
lupin3a.zip	Lupin III (set 2)
lupinsho.zip	Lupin The Third - The Shooting (GDS-0018)
luplup.zip	Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 3.0 / 990128)
luplup29.zip	Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 2.9 / 990108)
luptype.zip	Lupin The Third - The Typing (Rev A) (GDS-0021A)
lvcards.zip	Lovely Cards
lvgirl94.zip	Las Vegas Girl (Girl '94)
lvpoker.zip	Lovely Poker [BET]
lwings.zip	Legendary Wings (US set 1)
lwings2.zip	Legendary Wings (US set 2)
lwingsb.zip	Legendary Wings (bootleg)
lwingsj.zip	Ares no Tsubasa (Japan)
m21.zip	21 (Mirco)
m4.zip	M-4
m660.zip	Mission 660 (US)
m660b.zip	Mission 660 (bootleg)
m660j.zip	Mission 660 (Japan)
m79amb.zip	M-79 Ambush
m_bcgslm.zip	Club Grandslam (UK, Game Card 95-750-843)
m_bdrw10.zip	Dr.Who The Timelord (set 11)
m_bdrw11.zip	Dr.Who The Timelord (set 12)
m_bdrw12.zip	Dr.Who The Timelord (set 13)
m_bdrw13.zip	Dr.Who The Timelord (set 14)
m_bdrw14.zip	Dr.Who The Timelord (set 15)
m_bdrw15.zip	Dr.Who The Timelord (set 16)
m_bdrw16.zip	Dr.Who The Timelord (set 17)
m_bdrw17.zip	Dr.Who The Timelord (set 18, not encrypted)
m_bdrwh1.zip	Dr.Who The Timelord (set 2, UK, Game Card 95-750-661)
m_bdrwh2.zip	Dr.Who The Timelord (set 3)
m_bdrwh3.zip	Dr.Who The Timelord (set 4)
m_bdrwh4.zip	Dr.Who The Timelord (set 5)
m_bdrwh5.zip	Dr.Who The Timelord (set 6)
m_bdrwh6.zip	Dr.Who The Timelord (set 7)
m_bdrwh7.zip	Dr.Who The Timelord (set 8)
m_bdrwh8.zip	Dr.Who The Timelord (set 9)
m_bdrwh9.zip	Dr.Who The Timelord (set 10)
m_bdrwho.zip	Dr.Who The Timelord (set 1, UK, Game Card 95-750-288)
m_bfocus.zip	Focus (Dutch, Game Card 95-750-347)
m_brkfs1.zip	The Big Breakfast (Set 2)
m_brkfs2.zip	The Big Breakfast (Set 3)
m_brkfs3.zip	The Big Breakfast (Set 4)
m_brkfs4.zip	The Big Breakfast (Set 5)
m_brkfs5.zip	The Big Breakfast (Set 6)
m_brkfst.zip	The Big Breakfast (Set 1 UK, Game Card 95-750-524)
m_ccelbr.zip	Club Celebration
m_clattr.zip	Club attraction (UK, Game Card 39-370-196)
m_cpeno1.zip	Club Public Enemy No.1 (UK, Game Card 95-750-846)
m_gmball.zip	Gamball
m_honmon.zip	Honey Money
m_lotsse.zip	Lotus SE (Dutch)
m_luvjub.zip	Luvvly Jubbly (UK Multisite 10/25p, Game Card 95-750-808)
m_oldtmr.zip	Old Timer
m_roulet.zip	Roulette (Dutch, Game Card 39-360-129?)
